usuario_id,idade,sexo,estado_civil,dependentes,cidade,estado,profissao,escolaridade,renda_mensal_x,outras_rendas,nivel_endividamento,score_credito,saldo_medio_conta,limite_cartao,frequencia_poupanca,percentual_renda_investida,tempo_emprego_anos,possui_financiamento,possui_imovel,possui_veiculo,perfil_financeiro,gasto_total,receita_total,numero_transacoes,ticket_medio,maior_despesa,menor_despesa,saldo,renda_mensal_y,razao_gasto_renda,gasto_alimentação,gasto_compras,gasto_educação,gasto_impostos,gasto_investimentos,gasto_lazer,gasto_moradia,gasto_outros,gasto_pets,gasto_saúde,gasto_serviços,gasto_transporte,perc_total,perc_alimentação,perc_compras,perc_educação,perc_impostos,perc_investimentos,perc_lazer,perc_moradia,perc_outros,perc_pets,perc_saúde,perc_serviços,perc_transporte,qtd_recorrentes,qtd_parceladas,perc_boleto,perc_cartão de crédito,perc_cartão de débito,perc_dinheiro,perc_débito automático,perc_pix,perc_transferência bancária
129,21,Masculino,Divorciado,0,São Luís,MA,Autônomo,Médio,8473.25,0.0,13.45,813,22248.1,20072.26,Frequentemente,16.28,1.5,0,0,0,Saudável,50966.049999999996,50443.45,50,1243.0743902439024,5786.82,38.89,-522.5999999999985,8473.25,6.014935237364647,5260.99,3173.35,0.0,2406.12,7501.13,1270.68,25467.42,677.58,123.21,3267.42,671.6999999999999,1146.45,1.0,0.10322538238690265,0.0622639973080119,0.0,0.04721025074534911,0.14717895540266512,0.024931890935240227,0.4996938157852139,0.013294732473872315,0.0024174916439472943,0.06410973579471041,0.013179361555388342,0.022494385968698773,14,1,0.1,0.18,0.2,0.02,0.02,0.3,0.18
130,35,Masculino,Solteiro,2,Olinda,PE,Jornalista,Superior,5514.7,0.0,53.08,709,3391.29,3145.62,Frequentemente,3.7,8.0,1,1,1,Em observação,36712.99,43824.68,46,1048.9425714285715,5821.04,30.74,7111.690000000002,5514.7,6.657295954449018,5609.67,4824.52,3357.76,0.0,4291.81,3056.33,11848.68,646.47,54.74,1417.73,571.11,1034.17,1.0,0.15279796061285122,0.13141179729572558,0.09145972583546043,0.0,0.11690167431200783,0.08324928043180357,0.3227380826241611,0.01760875374084214,0.0014910253836584817,0.03861657685740116,0.015556074294139487,0.02816904861194907,11,0,0.08695652173913043,0.1956521739130435,0.13043478260869565,0.043478260869565216,0.021739130434782608,0.32608695652173914,0.1956521739130435
131,29,Masculino,União Estável,0,Belém,PA,Técnico em Informática,Médio,4728.88,0.0,40.04,694,1149.73,3194.08,Raramente,2.95,2.2,1,0,0,Em observação,24800.96,18786.92,27,1078.3026086956522,4395.65,27.07,-6014.040000000001,4728.88,5.244573767995804,4303.99,684.58,0.0,0.0,2032.3,27.07,13795.73,0.0,0.0,2954.67,685.96,316.66,1.0,0.17354126614453633,0.027602963756241695,0.0,0.0,0.08194440860353792,0.001091490006838445,0.556257902919887,0.0,0.0,0.11913530766550973,0.027658606763609154,0.01276805413983975,11,0,0.07407407407407407,0.2962962962962963,0.037037037037037035,0.037037037037037035,0.14814814814814814,0.2962962962962963,0.1111111111111111
132,44,Feminino,Solteiro,0,Feira de Santana,BA,Empresário,Superior,21068.12,4308.47,18.78,700,29038.95,60193.96,Sempre,23.2,24.7,0,0,1,Saudável,40748.96,142309.54,54,993.8770731707317,5403.8,22.65,101560.58000000002,21068.12,1.9341526438998828,3863.2200000000003,5235.54,852.91,0.0,449.64,1860.69,22816.38,424.77,0.0,1993.3,490.95,2761.56,1.0,0.09480536435776521,0.12848278827238782,0.02093084093434532,0.0,0.011034392043379757,0.04566226966283311,0.5599254557662331,0.010424069718589137,0.0,0.04891658584660811,0.012048160247525336,0.06777007315033316,14,1,0.05555555555555555,0.16666666666666666,0.14814814814814814,0.0,0.05555555555555555,0.37037037037037035,0.2037037037037037
133,39,Masculino,Viúvo,0,Manaus,AM,Analista Financeiro,Superior,10593.22,0.0,0.0,845,10873.93,30907.13,Sempre,32.0,18.9,0,0,1,Saudável,40528.62,79730.63,49,1039.1953846153847,5974.62,24.93,39202.01,10593.22,3.8259018504288598,4296.21,1863.0300000000002,5073.799999999999,1985.57,3881.9199999999996,3160.48,15872.64,136.18,262.71,1991.0900000000001,790.81,1214.18,1.0,0.10600434951893255,0.04596825650614307,0.12519054436099722,0.048991798881876554,0.09578219046195008,0.0779814363282046,0.3916402779073158,0.003360094668903111,0.006482085992565253,0.04912799893013875,0.019512384088083923,0.029958582354888963,9,0,0.10204081632653061,0.22448979591836735,0.08163265306122448,0.02040816326530612,0.08163265306122448,0.30612244897959184,0.1836734693877551
134,24,Masculino,Solteiro,2,Uberlândia,MG,Eletricista,Médio,4593.26,0.0,14.51,840,4386.55,6279.49,Raramente,30.47,6.0,1,1,1,Saudável,32972.44,40889.01,47,845.4471794871796,5190.69,27.32,7916.57,4593.26,7.178439713841586,5919.6,2598.4300000000003,2449.91,0.0,3687.59,2436.7799999999997,9709.259999999998,136.32,129.4,3871.09,336.13,1697.93,1.0,0.17953175439852193,0.0788061180792201,0.07430175018894566,0.0,0.11183855365268691,0.07390353883425065,0.294465923662307,0.004134361909522013,0.003924489664701793,0.1174038075435121,0.010194271336910461,0.051495430729421296,9,0,0.10638297872340426,0.14893617021276595,0.23404255319148937,0.02127659574468085,0.06382978723404255,0.2978723404255319,0.1276595744680851
135,35,Masculino,Casado,0,Campo Grande,MS,Cozinheiro,Médio,1577.94,58.97,71.3,359,299.75,917.43,Raramente,0.24,4.4,1,0,0,Em risco,21500.42,10631.08,22,1264.730588235294,3969.45,48.02,-10869.339999999998,1577.94,13.625625815937234,1957.19,2381.77,3571.34,0.0,0.0,4052.38,8512.71,0.0,0.0,0.0,977.01,48.02,1.0,0.09103031475664197,0.11077783596785552,0.16610559235587027,0.0,0.0,0.1884791087802006,0.3959322655092319,0.0,0.0,0.0,0.04544143788819009,0.0022334447420096913,7,0,0.09090909090909091,0.22727272727272727,0.045454545454545456,0.09090909090909091,0.045454545454545456,0.2727272727272727,0.22727272727272727
136,38,Feminino,Viúvo,1,Vitória,ES,Advogado,Médio,17628.91,1491.73,2.92,746,23655.43,26190.99,Sempre,21.53,8.2,1,0,1,Saudável,30570.93,110560.09,43,955.3415625,5341.92,19.36,79989.16,17628.91,1.7341361434144256,3733.03,3502.56,0.0,0.0,1778.93,617.73,17371.25,712.8900000000001,0.0,999.31,1271.79,583.44,1.0,0.12211044937134723,0.11457158810674062,0.0,0.0,0.05819024805591456,0.020206451030439703,0.5682277248353256,0.023319212075000664,0.0,0.03268824337368866,0.04160128592751349,0.019084797224029497,11,0,0.09302325581395349,0.27906976744186046,0.13953488372093023,0.0,0.06976744186046512,0.18604651162790697,0.23255813953488372
137,18,Feminino,Divorciado,0,Anápolis,GO,Contador,Superior,6999.59,0.0,42.34,710,3351.04,5449.88,Nunca,8.88,0.0,0,0,0,Em observação,28675.05,42519.72,35,1062.0388888888888,5027.63,17.43,13844.670000000002,6999.59,4.0966756624316565,1590.0700000000002,2973.9700000000003,0.0,3208.45,3412.29,1549.1,12119.66,0.0,0.0,2101.4300000000003,728.06,992.02,1.0,0.05545134184596017,0.10371280956789963,0.0,0.11188995311254905,0.11899857192925557,0.05402257363108347,0.4226552351260068,0.0,0.0,0.07328426628724276,0.025390016756727536,0.03459523174327508,8,2,0.08571428571428572,0.14285714285714285,0.08571428571428572,0.02857142857142857,0.08571428571428572,0.34285714285714286,0.22857142857142856
138,37,Feminino,Divorciado,1,Anápolis,GO,Motorista,Pós-graduação,2627.68,0.0,51.01,541,823.26,3636.42,Frequentemente,5.81,1.3,1,0,0,Em observação,30726.96,22142.93,34,1229.0783999999999,5706.72,29.71,-8584.029999999999,2627.68,11.693569993302077,1473.09,965.61,5278.9,0.0,1363.18,1970.71,14240.56,0.0,660.45,3788.92,565.2,420.34,1.0,0.04794128673972303,0.03142549734825704,0.17180026920984048,0.0,0.04436429767214199,0.06413618529135326,0.4634548943338358,0.0,0.021494153668309524,0.12330930231952657,0.018394270048192208,0.013679843368820084,11,1,0.058823529411764705,0.20588235294117646,0.08823529411764706,0.058823529411764705,0.058823529411764705,0.3235294117647059,0.20588235294117646
139,43,Feminino,Casado,0,Niterói,RJ,Estudante,Médio,1412.0,0.0,40.4,572,915.61,1574.33,Raramente,10.04,9.1,1,0,1,Em observação,25366.36,9546.04,22,1409.2422222222222,5522.58,119.61,-15820.32,1412.0,17.964844192634562,369.81,554.1,0.0,0.0,4652.95,3906.71,10738.26,0.0,0.0,3968.47,691.3100000000001,484.75,1.0,0.014578757062503252,0.021843890885408866,0.0,0.0,0.18342994422534412,0.15401145454058052,0.42332679974580506,0.0,0.0,0.15644617517058024,0.027253023295419603,0.019109955074358323,5,3,0.13636363636363635,0.36363636363636365,0.09090909090909091,0.0,0.09090909090909091,0.13636363636363635,0.18181818181818182
140,30,Masculino,Casado,2,Brasília,DF,Vendedor,Médio,1616.31,0.0,55.0,435,114.75,248.46,Raramente,0.0,2.4,0,0,0,Em risco,25371.63,14636.16,34,874.8837931034483,3785.16,70.05,-10735.470000000001,1616.31,15.697254858288325,3380.8500000000004,2001.7600000000002,5783.969999999999,0.0,0.0,2195.69,9493.099999999999,70.05,372.49,326.45000000000005,1131.04,616.23,1.0,0.13325316505088558,0.078897571815449,0.22796998064373472,0.0,0.0,0.08654114851903484,0.37416200693451696,0.002760957809963333,0.014681358667141212,0.012866733434154606,0.044578925358757,0.024288151766362665,9,1,0.08823529411764706,0.35294117647058826,0.17647058823529413,0.029411764705882353,0.08823529411764706,0.14705882352941177,0.11764705882352941
141,46,Masculino,Casado,0,Guarulhos,SP,Jornalista,Superior,4681.26,0.0,84.47,477,-35.25,1341.1,Às vezes,1.36,17.9,0,0,0,Em risco,22742.51,44953.05,39,784.2244827586206,2671.66,23.79,22210.540000000005,4681.26,4.858202706109038,1949.8899999999999,5967.4400000000005,931.04,0.0,0.0,6380.13,5011.2,0.0,0.0,882.98,313.15999999999997,1306.67,1.0,0.0857376780311408,0.26239144228143685,0.0409383133172196,0.0,0.0,0.2805376363470875,0.22034507185002888,0.0,0.0,0.03882509010658894,0.013769808169810632,0.05745495989668687,8,3,0.1282051282051282,0.3076923076923077,0.05128205128205128,0.02564102564102564,0.02564102564102564,0.23076923076923078,0.23076923076923078
142,40,Masculino,Solteiro,1,Campinas,SP,Eletricista,Médio,5798.08,761.19,18.59,773,6559.38,9449.86,Frequentemente,13.95,11.7,0,1,1,Saudável,11659.69,18180.08,20,728.730625,3917.71,33.27,6520.390000000001,5798.08,2.0109570754456647,1820.94,0.0,1702.49,0.0,3917.71,629.6,1221.56,171.38,303.64,988.72,296.74,606.9100000000001,1.0,0.15617396345871973,0.0,0.14601503127441637,0.0,0.3360046450634622,0.05399800509275975,0.10476779399795362,0.014698503991100963,0.02604185874581571,0.08479813785786758,0.025450076288477654,0.05205198422942634,5,0,0.05,0.2,0.2,0.0,0.0,0.35,0.2
143,27,Masculino,Casado,2,Belo Horizonte,MG,Cozinheiro,Pós-graduação,2542.13,0.0,53.67,524,1567.19,3050.59,Raramente,8.67,1.9,1,0,1,Em observação,10800.46,14890.369999999999,22,600.0255555555555,1973.72,31.45,4089.91,2542.13,4.248586814993725,587.86,4433.16,1965.8899999999999,411.27,0.0,1058.01,0.0,0.0,0.0,654.54,321.51,1368.22,1.0,0.054429163202308055,0.4104602952096485,0.18201909918651613,0.03807893367504717,0.0,0.09795971653059223,0.0,0.0,0.0,0.060602974317760544,0.029768176540628827,0.1266816413374986,5,3,0.13636363636363635,0.36363636363636365,0.22727272727272727,0.0,0.045454545454545456,0.045454545454545456,0.18181818181818182
144,19,Masculino,Divorciado,0,Goiânia,GO,Engenheiro Civil,Superior,17290.09,0.0,16.33,744,26819.73,21825.25,Frequentemente,28.61,1.0,1,1,1,Saudável,35305.24,63944.299999999996,42,1008.7211428571428,5963.33,9.29,28639.059999999998,17290.09,2.041935004386906,3700.9900000000002,2009.3000000000002,804.48,3846.81,324.43,1820.49,19660.55,0.0,0.0,881.0899999999999,727.02,1530.08,1.0,0.10482834842646589,0.05691223172537562,0.02278641923975025,0.10895861350892956,0.009189287482538003,0.05156430037014336,0.5568734272872808,0.0,0.0,0.024956352088245256,0.020592410644992076,0.04333860922627916,12,0,0.09523809523809523,0.19047619047619047,0.09523809523809523,0.047619047619047616,0.09523809523809523,0.3333333333333333,0.14285714285714285
145,39,Feminino,Viúvo,3,Belo Horizonte,MG,Jornalista,Superior,6587.91,2110.03,10.16,787,12311.13,8791.64,Às vezes,23.87,7.2,0,0,0,Saudável,21014.2,27774.85,25,1106.0105263157895,5325.27,127.92,6760.649999999998,6587.91,3.1898128541525312,2396.02,2478.12,0.0,0.0,1915.25,2289.7200000000003,9744.220000000001,0.0,0.0,1109.94,127.92,953.01,1.0,0.11401909185217614,0.11792597386529108,0.0,0.0,0.09114075244358576,0.108960607589154,0.46369692874342117,0.0,0.0,0.0528185703000828,0.006087312388765692,0.045350762817523385,5,0,0.04,0.32,0.16,0.04,0.08,0.12,0.24
146,25,Feminino,Solteiro,2,Campinas,SP,Cabeleireiro,Médio,4950.16,0.0,10.29,927,5496.86,6082.57,Sempre,12.13,6.1,0,1,0,Saudável,40311.26,51014.75,52,983.2014634146342,5503.61,18.42,10703.489999999998,4950.16,8.143425667049147,5198.24,3780.76,0.0,3624.01,5184.240000000001,847.1,18711.77,0.0,373.61,681.62,248.7,1661.21,1.0,0.12895255568791447,0.0937891794997229,0.0,0.08990068779790064,0.12860525818344554,0.02101397971683346,0.46418221608553045,0.0,0.009268130046046687,0.01690892321401018,0.006169492097245285,0.04120957767135039,11,0,0.11538461538461539,0.21153846153846154,0.1346153846153846,0.038461538461538464,0.09615384615384616,0.19230769230769232,0.21153846153846154
147,50,Masculino,Viúvo,1,Anápolis,GO,Autônomo,Médio,6588.56,980.3,58.0,568,3222.26,6115.2,Raramente,10.69,30.6,0,0,1,Em observação,42561.04,59327.38,58,905.5540425531915,4479.64,13.11,16766.339999999997,6588.56,6.459839479339947,6458.7,10885.630000000001,6115.49,4479.64,3684.21,1371.71,6166.69,0.0,0.0,265.25,1011.6800000000001,2122.04,1.0,0.15175146096054043,0.25576513167911313,0.14368751327505155,0.10525212729764123,0.08656296932593752,0.03222924063885657,0.14489049139776658,0.0,0.0,0.006232225528323556,0.02377009584352262,0.04985874405324682,8,1,0.06896551724137931,0.3448275862068966,0.20689655172413793,0.034482758620689655,0.05172413793103448,0.15517241379310345,0.13793103448275862
148,20,Outro,União Estável,0,Pelotas,RS,Médico,Pós-graduação,25957.38,0.0,41.27,631,3357.36,25963.63,Às vezes,10.79,1.1,0,0,1,Em observação,31393.96,87468.34,37,1012.7083870967741,5224.31,29.24,56074.38,25957.38,1.2094425554505115,3120.13,7537.03,1119.48,0.0,0.0,1452.58,15061.75,0.0,0.0,2320.22,207.91000000000003,574.86,1.0,0.09938631507461945,0.24007898334584105,0.03565908856353261,0.0,0.0,0.046269409784557285,0.4797658530494401,0.0,0.0,0.07390657311151572,0.006622611483227985,0.01831116558726583,10,3,0.08108108108108109,0.24324324324324326,0.16216216216216217,0.0,0.08108108108108109,0.2702702702702703,0.16216216216216217
149,61,Masculino,Casado,0,Cuiabá,MT,Gerente Comercial,Superior,11966.88,0.0,12.03,940,11902.06,31236.89,Frequentemente,30.11,29.3,0,1,1,Saudável,23575.09,35004.07,26,1122.6233333333334,3795.81,12.23,11428.98,11966.88,1.9700281109194713,1237.73,2578.6,0.0,3345.34,7151.04,0.0,7556.639999999999,0.0,0.0,0.0,947.76,757.98,1.0,0.0525016023268628,0.10937816144074104,0.0,0.1419014731226901,0.303330337233071,0.0,0.32053493751243367,0.0,0.0,0.0,0.040201755327339155,0.032151733036862216,5,0,0.11538461538461539,0.038461538461538464,0.3076923076923077,0.0,0.07692307692307693,0.2692307692307692,0.19230769230769232
150,44,Masculino,Divorciado,2,Guarulhos,SP,Designer Gráfico,Superior,8858.14,0.0,21.32,741,13146.82,13352.6,Frequentemente,32.0,24.9,0,0,1,Saudável,21202.11,23103.06,20,1325.131875,4877.98,22.08,1900.9500000000007,8858.14,2.3935171491983644,2309.07,0.0,0.0,0.0,4583.72,32.11,9590.71,640.8,22.08,3239.71,228.18,555.73,1.0,0.10890755684221995,0.0,0.0,0.0,0.21619169035534672,0.0015144719086921065,0.45234695980730216,0.030223407009962684,0.0010414057846129465,0.15280130137990983,0.01076213641000825,0.026211070501945325,6,0,0.05,0.15,0.1,0.05,0.2,0.3,0.15
151,32,Feminino,Casado,0,Rio de Janeiro,RJ,Funcionário Público,Superior,7083.82,507.68,73.19,418,19.89,5341.89,Às vezes,1.44,4.9,1,0,0,Em risco,40414.31,49066.16,58,841.9647916666667,5823.62,41.2,8651.850000000006,7083.82,5.705157669167201,3364.03,5287.16,4550.46,0.0,0.0,4809.54,18195.55,0.0,664.86,862.52,1035.86,1644.3300000000002,1.0,0.0832385855406167,0.13082395814749775,0.11259526637965613,0.0,0.0,0.1190058669812747,0.45022542757750905,0.0,0.016451103581874838,0.02134194546436646,0.025631020299492924,0.040686826027711474,17,3,0.08620689655172414,0.3275862068965517,0.06896551724137931,0.08620689655172414,0.10344827586206896,0.1896551724137931,0.13793103448275862
152,41,Feminino,Divorciado,0,Belém,PA,Farmacêutico,Superior,7123.62,499.4,12.52,811,5387.43,11551.56,Frequentemente,15.52,6.4,0,1,1,Saudável,48663.47,38798.37,57,1013.8222916666667,5569.74,41.77,-9865.099999999999,7123.62,6.8312838135666984,4511.89,562.72,2891.2799999999997,0.0,11670.3,509.34,14640.1,920.0,403.04,9730.07,1815.12,1009.61,1.0,0.09271615854767447,0.01156349927368517,0.059413765602822806,0.0,0.23981643725776233,0.010466577907411862,0.3008437335027691,0.01890535138575198,0.008282187850558129,0.19994607864996064,0.037299436312289276,0.020746773709314194,14,0,0.08771929824561403,0.15789473684210525,0.19298245614035087,0.017543859649122806,0.05263157894736842,0.3684210526315789,0.12280701754385964
153,18,Masculino,Solteiro,0,Goiânia,GO,Pedreiro,Pós-graduação,3060.27,0.0,8.76,795,4228.39,7797.53,Às vezes,16.52,0.0,1,1,0,Saudável,43377.44,24333.51,39,1355.545,5458.5,33.5,-19043.930000000004,3060.27,14.17438330604816,1910.8200000000002,868.01,1070.05,9252.970000000001,6359.18,3624.85,18821.89,0.0,121.22,113.05,963.62,271.78,1.0,0.044051009003758634,0.020010632254923295,0.024668352950289366,0.21331295715007617,0.14660109033635918,0.08356532796771778,0.4339096544194401,0.0,0.0027945402033868294,0.0026061934498670274,0.022214773393727245,0.006265468870454318,10,1,0.10256410256410256,0.23076923076923078,0.23076923076923078,0.0,0.05128205128205128,0.2564102564102564,0.1282051282051282
154,37,Feminino,Casado,2,Vitória,ES,Engenheiro Civil,Superior,10141.47,0.0,32.36,601,1817.79,12031.82,Raramente,12.0,1.6,0,1,1,Em observação,50142.43,53961.72,57,1023.3148979591837,5955.45,42.45,3819.290000000001,10141.47,4.944296043867408,8468.81,6938.67,2022.6,5214.64,0.0,42.45,20825.5,0.0,0.0,2312.4300000000003,1893.14,2424.19,1.0,0.1688950854595599,0.13837921297392247,0.04033709574904926,0.10399655541225267,0.0,0.00084658840826023,0.41532689979324894,0.0,0.0,0.04611723045731929,0.03775525039372843,0.04834608135265882,12,1,0.05263157894736842,0.3157894736842105,0.21052631578947367,0.0,0.07017543859649122,0.21052631578947367,0.14035087719298245
155,23,Masculino,Casado,0,Maceió,AL,Jornalista,Superior,5025.41,0.0,55.0,377,424.68,3709.13,Frequentemente,1.44,0.9,0,0,0,Em risco,33499.24,24174.18,46,858.9548717948718,2308.46,25.15,-9325.059999999998,5025.41,6.665971532670966,1670.32,12809.04,0.0,0.0,0.0,4704.17,3739.81,1551.38,0.0,7277.43,98.1,1648.99,1.0,0.0498614296921363,0.3823680776041487,0.0,0.0,0.0,0.14042617086238376,0.11163865210076408,0.04631090138164329,0.0,0.21724164488507802,0.0029284246448576146,0.04922469882898836,5,3,0.043478260869565216,0.32608695652173914,0.1956521739130435,0.043478260869565216,0.17391304347826086,0.08695652173913043,0.13043478260869565
156,18,Masculino,Solteiro,1,Campo Grande,MS,Motorista,Médio,3723.35,552.81,1.72,970,3266.14,5930.69,Sempre,18.36,0.0,1,0,0,Saudável,50920.93,43490.26,58,1106.9767391304347,5141.96,18.95,-7430.669999999998,3723.35,13.676106194690266,3895.74,3877.98,3602.1099999999997,0.0,10356.69,0.0,24979.83,778.88,333.22,1759.92,466.0,870.5600000000001,1.0,0.07650567261831234,0.07615689658456748,0.07073928147031093,0.0,0.2033876836106489,0.0,0.4905611503953286,0.015295871461891996,0.006543871056557687,0.03456181966825822,0.009151443227765087,0.017096309906358742,21,1,0.05172413793103448,0.1896551724137931,0.1206896551724138,0.017241379310344827,0.1206896551724138,0.3275862068965517,0.1724137931034483
157,23,Masculino,Solteiro,0,Niterói,RJ,Motorista,Médio,2558.02,0.0,45.95,512,647.83,1894.42,Raramente,6.87,1.7,0,0,0,Em observação,21740.48,23129.25,30,945.2382608695652,5031.46,28.06,1388.7700000000004,2558.02,8.498948405407306,2519.56,2014.82,2844.05,780.69,3827.88,610.64,5031.46,0.0,423.55,1813.12,406.67,1468.04,1.0,0.11589256538954061,0.09267596667598875,0.13081817880745963,0.03590951073757342,0.1760715494782084,0.028087696315812715,0.23143279265223216,0.0,0.019482090551818543,0.08339834263088947,0.018705658752704635,0.06752564800777168,7,0,0.06666666666666667,0.23333333333333334,0.16666666666666666,0.0,0.03333333333333333,0.3,0.2
158,24,Feminino,Divorciado,1,São Luís,MA,Eletricista,Médio,2195.79,0.0,77.65,464,327.13,598.54,Raramente,0.96,1.1,1,0,0,Em risco,49106.02,25513.55,49,1259.1287179487178,5140.99,23.58,-23592.469999999998,2195.79,22.363714198534467,1134.98,10177.27,4681.55,3021.25,0.0,2322.04,22681.1,0.0,917.25,3081.19,655.8,433.59,1.0,0.02311284848578647,0.20725096434205015,0.09533556170913465,0.06152504316171419,0.0,0.0472862594036332,0.4618802338287648,0.0,0.01867897255774343,0.06274566743547941,0.013354778090344117,0.008829670985349657,13,4,0.16326530612244897,0.2653061224489796,0.12244897959183673,0.0,0.04081632653061224,0.22448979591836735,0.1836734693877551
159,44,Masculino,Solteiro,1,Blumenau,SC,Veterinário,Superior,8216.73,0.0,20.6,827,21574.07,10518.39,Frequentemente,14.54,6.4,1,0,1,Saudável,44437.05,53906.79,53,1058.025,5486.54,32.89,9469.739999999998,8216.73,5.408118558112535,1357.89,5394.25,4932.93,1507.27,3499.34,3350.91,16610.66,87.76,0.0,5230.38,1036.83,1428.83,1.0,0.03055760902220107,0.12139082139791008,0.11100939418795802,0.03391921830994631,0.0787482517403833,0.07540802100949545,0.3738020413146237,0.0019749285787422884,0.0,0.11770313285872937,0.023332556954163246,0.03215402462584712,14,1,0.1509433962264151,0.20754716981132076,0.11320754716981132,0.05660377358490566,0.07547169811320754,0.22641509433962265,0.16981132075471697
160,57,Feminino,Casado,1,Brasília,DF,Gerente Comercial,Superior,12129.92,0.0,38.15,660,2351.87,6471.43,Raramente,4.9,17.9,1,1,0,Em observação,46912.56,93703.45,51,1267.907027027027,5952.53,40.51,46790.89,12129.92,3.867507782409117,3168.62,1808.77,4765.43,14103.94,194.86,535.97,16917.09,1031.2,0.0,2311.73,721.9100000000001,1353.04,1.0,0.06754310572690982,0.03855619902218084,0.10158111175344088,0.3006431539869067,0.004153685068561597,0.01142487214511423,0.36060897124352204,0.02198132014113065,0.0,0.04927742165424356,0.015388416236504682,0.028841743021485077,11,0,0.09803921568627451,0.1568627450980392,0.21568627450980393,0.0392156862745098,0.0392156862745098,0.21568627450980393,0.23529411764705882
161,44,Feminino,Solteiro,1,Cuiabá,MT,Corretor de Imóveis,Fundamental,8098.16,0.0,58.0,572,921.04,8049.11,Raramente,6.86,19.6,1,1,0,Em observação,23827.11,60516.31,49,610.9515384615385,3608.13,15.0,36689.2,8098.16,2.9422868898614007,1635.96,5211.46,2636.73,6179.21,0.0,3368.01,913.53,682.2,194.09,112.01,1696.67,1197.24,1.0,0.06865960664134257,0.2187197692040705,0.11066092362858945,0.25933526978303284,0.0,0.14135201457499463,0.0383399413525182,0.028631252384363863,0.008145763376255031,0.004700947785946344,0.07120754468334599,0.050246966585540585,7,2,0.10204081632653061,0.22448979591836735,0.10204081632653061,0.04081632653061224,0.04081632653061224,0.30612244897959184,0.1836734693877551
162,28,Feminino,Divorciado,1,Maringá,PR,Professor,Superior,5514.54,0.0,35.08,609,1270.07,6866.33,Às vezes,4.66,4.3,0,1,1,Em observação,45688.15,56415.5,52,1171.4910256410258,5929.25,19.02,10727.349999999999,5514.54,8.285033747148448,1417.71,9068.78,343.31,4776.65,2578.3,535.05,20152.33,0.0,544.6,3963.2200000000003,1133.87,1174.33,1.0,0.031030146766721788,0.19849304469539694,0.007514202260323519,0.10454899136865904,0.05643257606184536,0.011710914099170133,0.44108439496893614,0.0,0.011919939853112897,0.08674503126084117,0.02481759493435387,0.025703163730639123,14,1,0.057692307692307696,0.25,0.1346153846153846,0.038461538461538464,0.07692307692307693,0.21153846153846154,0.23076923076923078
163,39,Masculino,Solteiro,0,Teresina,PI,Jornalista,Superior,4222.84,0.0,51.66,595,2589.71,3344.68,Às vezes,6.76,7.0,0,0,0,Em observação,13191.65,19366.94,30,527.6659999999999,3844.12,11.13,6175.289999999999,4222.84,3.123881084767597,1205.8400000000001,1335.96,0.0,920.75,0.0,1253.24,3844.12,0.0,453.01,2564.99,479.06,1134.68,1.0,0.09140933848305559,0.10127315385111037,0.0,0.06979794036379074,0.0,0.09500252053382253,0.2914055482066307,0.0,0.03434066246451354,0.19444042254001584,0.03631539648186542,0.08601501707519531,5,0,0.13333333333333333,0.26666666666666666,0.2,0.03333333333333333,0.03333333333333333,0.2,0.13333333333333333
164,41,Feminino,Solteiro,4,Blumenau,SC,Aposentado,Fundamental,2828.8,0.0,44.8,649,1251.69,4495.3,Raramente,9.12,1.9,1,0,1,Em observação,28738.62,15185.050000000001,34,990.9868965517242,3590.92,20.58,-13553.569999999998,2828.8,10.159297228506786,2812.4300000000003,5744.62,847.86,3582.32,3590.92,1658.66,7889.52,710.69,0.0,900.93,487.76,512.9100000000001,1.0,0.09786238866027668,0.19989199203023666,0.029502460452172027,0.12465177520702109,0.12495102409231898,0.057715366987002165,0.2745267518064542,0.024729440731670486,0.0,0.031349104445516175,0.01697228328987265,0.017847412297458964,6,0,0.058823529411764705,0.4117647058823529,0.14705882352941177,0.0,0.029411764705882353,0.20588235294117646,0.14705882352941177
165,49,Masculino,Solteiro,1,Manaus,AM,Corretor de Imóveis,Médio,14489.71,0.0,8.73,859,13490.49,45441.94,Frequentemente,13.11,7.9,0,1,1,Saudável,61273.79,133174.13999999998,60,1332.0389130434783,5130.15,18.48,71900.34999999998,14489.71,4.228779596002957,4052.91,5068.82,3083.56,18314.08,8520.05,3730.26,12760.17,0.0,0.0,4254.69,650.51,838.74,1.0,0.06614426820994751,0.08272411417671405,0.050324290369503824,0.2988892967123464,0.13904884943464407,0.060878558352600684,0.20824842073584807,0.0,0.0,0.0694373564945142,0.01061644791353693,0.013688397600344291,15,1,0.13333333333333333,0.11666666666666667,0.1,0.03333333333333333,0.05,0.3333333333333333,0.23333333333333334
