usuario_id,idade,sexo,estado_civil,dependentes,cidade,estado,profissao,escolaridade,renda_mensal,outras_rendas,nivel_endividamento,score_credito,saldo_medio_conta,limite_cartao,frequencia_poupanca,percentual_renda_investida,tempo_emprego_anos,possui_financiamento,possui_imovel,possui_veiculo,perfil_financeiro
300,60,Feminino,União Estável,0,Santos,SP,Enfermeiro,Superior,5031.95,272.75,18.85,895,10391.4,14317.48,Raramente,20.67,16.1,Não,Não,Sim,Saudável
301,38,Masculino,Casado,0,São Luís,MA,Funcionário Público,Superior,13523.73,0.0,25.98,842,26355.8,20480.44,Sempre,19.29,1.5,Não,Sim,Sim,Saudável
302,44,Masculino,Casado,1,Caxias do Sul,RS,Veterinário,Superior,8088.55,0.0,44.46,598,3238.95,4840.35,Às vezes,2.74,23.1,Não,Sim,Sim,Em observação
303,45,Feminino,Casado,0,Goiânia,GO,Médico,Médio,23600.79,0.0,36.67,661,5393.48,28394.63,Raramente,4.23,24.5,Não,Sim,Não,Em observação
304,26,Feminino,Solteiro,2,Teresina,PI,Jornalista,Fundamental,6591.32,0.0,42.25,590,3612.33,10083.27,Às vezes,3.08,4.8,Não,Não,Não,Em observação
305,18,Masculino,Divorciado,0,Feira de Santana,BA,Analista de TI,Superior,8065.84,0.0,32.64,583,3347.52,6147.55,Às vezes,1.0,0.0,Não,Sim,Sim,Em observação
306,36,Feminino,Casado,0,Olinda,PE,Cabeleireiro,Médio,1677.35,54.72,78.17,510,65.65,776.8,Às vezes,2.27,2.1,Sim,Não,Não,Em risco
307,45,Feminino,Casado,2,Juiz de Fora,MG,Cozinheiro,Médio,2632.29,245.56,31.63,629,338.92,3784.7,Raramente,3.59,9.9,Não,Não,Não,Em observação
308,37,Feminino,Solteiro,3,Campinas,SP,Professor,Médio,7431.47,1210.42,2.7,837,8868.96,19357.47,Sempre,24.79,5.3,Não,Não,Sim,Saudável
309,38,Feminino,Solteiro,0,Florianópolis,SC,Contador,Superior,4666.29,0.0,92.88,413,-142.92,758.83,Nunca,2.08,12.1,Sim,Não,Não,Em risco
310,28,Masculino,Divorciado,0,Fortaleza,CE,Jornalista,Fundamental,7256.33,0.0,9.99,1000,19458.66,17121.62,Frequentemente,18.58,0.7,Sim,Sim,Sim,Saudável
311,48,Feminino,Divorciado,0,Juiz de Fora,MG,Engenheiro Civil,Fundamental,11207.64,0.0,48.54,548,2690.56,11631.8,Às vezes,1.95,1.7,Não,Sim,Sim,Em observação
312,31,Masculino,Casado,1,Feira de Santana,BA,Aposentado,Médio,5649.71,0.0,13.06,789,7352.52,13485.82,Frequentemente,17.04,13.0,Sim,Sim,Não,Saudável
313,29,Feminino,Solteiro,2,Vila Velha,ES,Empresário,Superior,26793.91,0.0,18.77,753,30426.46,77284.02,Frequentemente,22.85,8.4,Sim,Sim,Não,Saudável
314,29,Masculino,Solteiro,0,Belo Horizonte,MG,Designer Gráfico,Superior,3727.46,0.0,78.05,399,-71.46,1605.34,Nunca,0.27,3.6,Não,Não,Não,Em risco
315,42,Masculino,Solteiro,1,Campo Grande,MS,Estudante,Médio,1412.0,0.0,69.66,350,277.43,983.43,Nunca,1.04,13.2,Sim,Não,Não,Em risco
316,43,Masculino,Viúvo,3,Caxias do Sul,RS,Autônomo,Fundamental,8215.0,265.59,49.01,689,4241.48,9590.09,Raramente,6.92,18.7,Não,Sim,Sim,Em observação
317,31,Feminino,Casado,1,Olinda,PE,Engenheiro de Produção,Superior,11937.6,0.0,30.93,648,2608.42,7550.89,Frequentemente,7.41,13.0,Sim,Não,Sim,Em observação
318,49,Feminino,União Estável,0,Belo Horizonte,MG,Analista de TI,Superior,10769.59,2447.5,2.2,716,15099.46,31095.69,Às vezes,24.72,18.0,Não,Não,Não,Saudável
319,41,Masculino,Casado,4,Uberlândia,MG,Autônomo,Médio,8107.7,752.68,2.27,877,10567.46,23805.8,Sempre,19.23,2.0,Não,Não,Sim,Saudável
320,34,Feminino,Divorciado,1,Teresina,PI,Farmacêutico,Superior,7509.18,1222.92,22.17,869,17867.03,14444.18,Frequentemente,10.0,4.6,Não,Sim,Não,Saudável
321,44,Masculino,Solteiro,1,Manaus,AM,Veterinário,Pós-graduação,7137.08,649.1,54.72,549,1472.64,11032.64,Às vezes,5.33,1.4,Sim,Sim,Não,Em observação
322,46,Feminino,Divorciado,0,Rio de Janeiro,RJ,Veterinário,Superior,5890.75,0.0,58.0,482,1390.83,7126.4,Às vezes,5.01,12.1,Não,Sim,Sim,Em observação
323,38,Masculino,Solteiro,1,Manaus,AM,Corretor de Imóveis,Médio,5493.94,0.0,42.56,637,3475.63,6013.71,Às vezes,6.39,14.1,Não,Sim,Não,Em observação
324,35,Feminino,Casado,1,Manaus,AM,Analista de TI,Médio,8863.14,0.0,0.8,945,18265.4,16633.77,Sempre,20.09,3.8,Não,Sim,Não,Saudável
325,40,Masculino,Solteiro,0,Palmas,TO,Aposentado,Superior,2686.92,145.08,85.82,489,53.58,1465.63,Nunca,1.11,11.2,Sim,Não,Não,Em risco
326,18,Feminino,Viúvo,0,Duque de Caxias,RJ,Vendedor,Médio,4295.76,0.0,39.8,610,570.77,6346.81,Raramente,5.19,0.0,Sim,Não,Sim,Em observação
327,49,Feminino,Solteiro,1,Niterói,RJ,Autônomo,Superior,5650.65,785.46,36.49,591,3636.78,5717.36,Nunca,10.82,14.0,Sim,Sim,Não,Em observação
328,28,Masculino,Casado,3,Curitiba,PR,Professor,Superior,5861.33,509.79,48.01,610,2367.9,3670.46,Raramente,10.43,3.0,Não,Sim,Não,Em observação
329,39,Masculino,União Estável,1,Natal,RN,Engenheiro de Produção,Superior,8740.71,0.0,36.18,662,5666.31,8508.01,Raramente,6.55,4.2,Não,Não,Sim,Em observação
330,36,Feminino,Casado,3,Juiz de Fora,MG,Vendedor,Médio,3929.96,1153.21,9.58,835,2967.95,12057.38,Sempre,15.97,15.7,Não,Não,Não,Saudável
331,42,Masculino,Solteiro,1,Londrina,PR,Eletricista,Médio,3410.46,0.0,41.81,561,1508.84,1742.92,Raramente,12.0,23.8,Não,Não,Não,Em observação
332,46,Feminino,Casado,0,Rio de Janeiro,RJ,Engenheiro Civil,Pós-graduação,12279.14,0.0,93.59,382,-534.64,3748.15,Raramente,0.05,1.2,Sim,Sim,Sim,Em risco
333,45,Masculino,Viúvo,2,São Luís,MA,Jornalista,Superior,5612.09,0.0,16.67,876,13233.2,12441.77,Frequentemente,22.56,20.4,Não,Não,Sim,Saudável
334,29,Masculino,Solteiro,0,São Luís,MA,Pedreiro,Fundamental,4197.86,0.0,7.39,923,7640.8,12607.28,Sempre,17.56,0.9,Sim,Sim,Não,Saudável
335,36,Masculino,Solteiro,2,Fortaleza,CE,Advogado,Pós-graduação,21694.52,0.0,18.93,826,17126.86,50293.83,Frequentemente,10.0,8.4,Sim,Sim,Sim,Saudável
336,36,Masculino,Casado,1,Olinda,PE,Gerente Comercial,Superior,11228.49,3104.45,12.11,740,20988.96,16951.46,Frequentemente,16.68,10.6,Não,Sim,Sim,Saudável
337,36,Feminino,Viúvo,0,Natal,RN,Professor,Superior,4073.03,0.0,75.19,388,173.6,2233.02,Às vezes,1.09,4.8,Não,Não,Não,Em risco
338,30,Feminino,Divorciado,1,Santos,SP,Designer Gráfico,Fundamental,5045.49,0.0,39.63,651,2583.04,4034.11,Raramente,4.99,12.0,Sim,Não,Não,Em observação
339,18,Masculino,Casado,0,Niterói,RJ,Eletricista,Médio,3415.4,0.0,51.07,633,920.77,4974.51,Às vezes,6.18,0.0,Sim,Sim,Não,Em observação
340,31,Masculino,Casado,0,Campo Grande,MS,Técnico em Informática,Fundamental,4894.01,956.89,3.61,948,4784.83,13779.88,Sempre,21.02,9.8,Não,Não,Sim,Saudável
341,41,Masculino,Solteiro,3,São Luís,MA,Pedreiro,Fundamental,2967.95,0.0,58.0,583,1531.45,4076.62,Às vezes,3.47,6.4,Não,Não,Não,Em observação
342,41,Masculino,Solteiro,3,Natal,RN,Advogado,Pós-graduação,11975.27,517.13,45.95,561,2851.98,10210.41,Raramente,1.55,13.7,Sim,Sim,Sim,Em observação
343,43,Masculino,Solteiro,2,Juazeiro do Norte,CE,Corretor de Imóveis,Médio,8936.66,0.0,14.02,797,21241.95,15127.05,Às vezes,14.79,22.3,Sim,Não,Sim,Saudável
344,53,Masculino,Solteiro,3,Guarulhos,SP,Vendedor,Pós-graduação,3178.27,0.0,58.0,501,1267.86,1843.43,Às vezes,2.21,23.7,Sim,Não,Não,Em observação
345,47,Feminino,Divorciado,0,Palmas,TO,Engenheiro Civil,Superior,12962.88,0.0,51.02,548,3454.9,13031.33,Frequentemente,10.18,16.4,Não,Não,Não,Em observação
346,35,Masculino,Divorciado,3,Anápolis,GO,Empresário,Fundamental,17625.17,0.0,37.19,582,3999.22,14458.21,Às vezes,3.45,14.9,Sim,Sim,Sim,Em observação
347,34,Feminino,União Estável,2,Juazeiro do Norte,CE,Professor,Superior,4743.03,0.0,34.09,530,1943.41,7295.5,Nunca,4.65,16.0,Sim,Sim,Sim,Em observação
348,51,Feminino,União Estável,2,Anápolis,GO,Enfermeiro,Superior,4857.41,0.0,13.47,872,6166.37,6668.81,Raramente,10.0,28.5,Não,Não,Não,Saudável
349,25,Feminino,Solteiro,0,Cuiabá,MT,Veterinário,Superior,8242.08,1135.33,31.21,569,1335.73,12008.94,Às vezes,8.31,3.4,Sim,Sim,Não,Em observação
350,41,Feminino,Solteiro,1,Juiz de Fora,MG,Cabeleireiro,Médio,3806.89,0.0,39.78,658,2212.23,5834.41,Frequentemente,3.26,13.2,Não,Não,Sim,Em observação
351,18,Feminino,Solteiro,1,Manaus,AM,Advogado,Pós-graduação,11909.18,0.0,31.86,593,1564.92,7402.72,Raramente,3.22,0.0,Sim,Não,Sim,Em observação
352,18,Feminino,Divorciado,0,Olinda,PE,Técnico em Informática,Médio,2225.64,0.0,65.22,393,-38.46,700.85,Às vezes,1.95,0.0,Não,Não,Não,Em risco
353,31,Feminino,Casado,1,Uberlândia,MG,Recepcionista,Fundamental,3003.12,0.0,44.85,591,1817.45,4488.24,Raramente,3.35,8.7,Sim,Sim,Não,Em observação
354,22,Masculino,Solteiro,0,Vitória,ES,Funcionário Público,Superior,15517.69,5004.81,0.0,928,18705.31,46850.6,Frequentemente,11.14,4.0,Sim,Não,Sim,Saudável
355,18,Feminino,Solteiro,0,Londrina,PR,Engenheiro de Produção,Superior,16734.22,0.0,14.18,753,32866.06,31467.8,Sempre,20.04,0.0,Não,Sim,Sim,Saudável
356,48,Feminino,Solteiro,1,Maringá,PR,Vendedor,Médio,4414.23,622.96,33.07,555,804.14,4683.43,Às vezes,2.46,28.8,Não,Não,Não,Em observação
357,20,Feminino,Solteiro,0,Duque de Caxias,RJ,Funcionário Público,Fundamental,10808.07,0.0,9.05,867,17971.07,21963.53,Sempre,22.16,0.6,Sim,Sim,Sim,Saudável
358,47,Masculino,Casado,3,Palmas,TO,Advogado,Pós-graduação,9661.95,457.36,38.0,709,1176.41,9114.53,Às vezes,9.42,19.1,Não,Sim,Sim,Em observação
359,25,Masculino,Casado,0,Londrina,PR,Farmacêutico,Superior,5490.49,0.0,72.56,300,840.0,4156.34,Raramente,0.78,3.1,Sim,Sim,Sim,Em risco
360,35,Feminino,Solteiro,2,Curitiba,PR,Analista Financeiro,Superior,8185.11,0.0,54.73,707,3981.62,12699.84,Às vezes,7.35,17.0,Sim,Não,Sim,Em observação
361,54,Feminino,Solteiro,1,Pelotas,RS,Aposentado,Médio,2969.91,0.0,29.12,662,1009.25,3930.79,Frequentemente,1.0,1.4,Não,Sim,Não,Em observação
362,32,Feminino,Casado,0,Vila Velha,ES,Vendedor,Médio,2635.58,0.0,47.58,576,1609.49,2998.53,Às vezes,5.57,5.2,Não,Não,Sim,Em observação
363,43,Masculino,Solteiro,1,Joinville,SC,Motoboy,Superior,2791.94,0.0,36.24,549,1516.72,2254.89,Raramente,3.66,22.5,Não,Sim,Sim,Em observação
364,53,Masculino,Divorciado,4,São Luís,MA,Aposentado,Médio,5019.45,0.0,33.26,580,612.56,7944.56,Raramente,12.0,23.3,Sim,Sim,Não,Em observação
365,21,Masculino,Solteiro,0,Anápolis,GO,Funcionário Público,Superior,6641.23,0.0,98.0,461,323.44,3999.57,Nunca,1.32,1.0,Não,Sim,Sim,Em risco
366,50,Masculino,União Estável,1,Maringá,PR,Gerente Comercial,Superior,11437.92,0.0,39.68,602,2697.42,17037.63,Frequentemente,5.21,17.2,Não,Não,Não,Em observação
367,41,Feminino,Casado,0,Santos,SP,Pedreiro,Fundamental,1746.95,0.0,63.02,346,184.82,353.06,Nunca,0.0,8.5,Sim,Não,Não,Em risco
368,52,Feminino,Casado,1,Duque de Caxias,RJ,Corretor de Imóveis,Fundamental,2119.33,0.0,66.31,465,58.2,445.18,Nunca,2.03,8.8,Não,Não,Não,Em risco
369,42,Feminino,Solteiro,4,Curitiba,PR,Motorista,Médio,4098.32,0.0,10.06,813,2713.17,6924.07,Sempre,19.38,18.0,Não,Não,Não,Saudável
370,38,Masculino,Divorciado,0,Vitória,ES,Professor,Médio,6603.85,0.0,2.31,907,5741.78,14978.01,Sempre,20.91,10.1,Não,Sim,Sim,Saudável
371,42,Feminino,Casado,2,Brasília,DF,Cabeleireiro,Médio,3972.48,778.34,10.92,885,7856.65,10082.58,Às vezes,22.39,3.3,Não,Não,Sim,Saudável
372,39,Masculino,Solteiro,1,Natal,RN,Designer Gráfico,Superior,7612.66,0.0,14.09,799,20685.15,22689.09,Frequentemente,21.39,11.4,Não,Sim,Sim,Saudável
373,57,Feminino,Casado,2,Goiânia,GO,Vendedor,Médio,4880.36,0.0,15.94,700,5523.99,10571.0,Sempre,18.23,26.2,Não,Sim,Não,Saudável
374,38,Feminino,Casado,2,Juazeiro do Norte,CE,Gerente Comercial,Superior,13262.96,658.55,26.69,599,4097.7,13954.35,Às vezes,8.24,10.2,Não,Sim,Sim,Em observação
375,40,Feminino,Divorciado,3,Joinville,SC,Corretor de Imóveis,Pós-graduação,14623.24,2350.03,21.42,835,12396.71,44863.73,Às vezes,13.28,9.4,Não,Sim,Sim,Saudável
376,22,Feminino,Casado,0,São Paulo,SP,Motoboy,Fundamental,3466.03,761.57,10.82,855,9035.8,10717.49,Frequentemente,20.84,1.5,Sim,Não,Não,Saudável
377,36,Feminino,Casado,0,Juiz de Fora,MG,Técnico em Informática,Pós-graduação,3287.76,0.0,82.35,381,339.6,2492.65,Raramente,0.0,11.7,Sim,Sim,Não,Em risco
378,48,Feminino,Divorciado,3,Recife,PE,Vendedor,Médio,5316.26,688.91,14.79,804,9649.78,6916.53,Às vezes,23.85,13.8,Não,Sim,Sim,Saudável
379,32,Feminino,Solteiro,0,Belém,PA,Pedreiro,Pós-graduação,2801.29,153.82,60.42,396,472.72,1011.32,Nunca,0.49,5.3,Não,Sim,Sim,Em risco
380,23,Masculino,Casado,0,Blumenau,SC,Eletricista,Médio,6372.35,0.0,15.66,874,4916.82,8999.42,Frequentemente,24.53,5.0,Sim,Sim,Não,Saudável
381,54,Feminino,Casado,0,São Luís,MA,Vendedor,Superior,5259.23,327.0,2.51,916,3516.69,16481.01,Frequentemente,15.94,12.7,Não,Sim,Não,Saudável
382,39,Feminino,União Estável,0,Palmas,TO,Designer Gráfico,Superior,5805.89,0.0,37.13,703,797.76,4140.58,Raramente,5.51,4.2,Não,Não,Sim,Em observação
383,18,Feminino,Solteiro,0,Niterói,RJ,Funcionário Público,Fundamental,10587.11,0.0,42.46,630,3366.2,13374.16,Às vezes,6.15,0.0,Não,Não,Sim,Em observação
384,41,Feminino,Solteiro,1,Maceió,AL,Funcionário Público,Fundamental,6684.55,0.0,76.67,428,1311.72,5428.14,Nunca,0.28,8.9,Não,Não,Não,Em risco
385,18,Masculino,Casado,0,Joinville,SC,Desenvolvedor de Software,Superior,12555.22,0.0,36.75,656,1942.58,14621.7,Raramente,10.33,0.0,Sim,Sim,Sim,Em observação
386,36,Feminino,União Estável,1,Salvador,BA,Analista Financeiro,Superior,7305.93,0.0,64.89,364,1417.11,2559.86,Nunca,0.58,0.4,Sim,Não,Sim,Em risco
387,41,Feminino,Solteiro,2,Brasília,DF,Vendedor,Fundamental,4582.81,0.0,16.66,700,4935.65,11636.77,Sempre,12.78,14.3,Sim,Não,Não,Saudável
388,46,Feminino,Casado,0,Juazeiro do Norte,CE,Advogado,Pós-graduação,14349.91,0.0,8.18,851,14805.02,37024.93,Frequentemente,17.18,13.6,Não,Sim,Sim,Saudável
389,50,Masculino,Solteiro,1,Londrina,PR,Farmacêutico,Pós-graduação,3628.7,0.0,59.9,391,24.98,1254.52,Nunca,0.97,0.9,Sim,Não,Não,Em risco
390,43,Feminino,Casado,0,Joinville,SC,Pedreiro,Fundamental,2224.15,0.0,96.21,309,224.64,1690.21,Frequentemente,0.44,4.3,Sim,Não,Não,Em risco
391,46,Feminino,Solteiro,1,Florianópolis,SC,Desenvolvedor de Software,Superior,9310.57,517.25,72.26,313,1438.26,1646.62,Às vezes,1.67,6.3,Sim,Não,Sim,Em risco
392,36,Feminino,Solteiro,1,Maringá,PR,Motoboy,Fundamental,2745.4,0.0,49.54,690,910.08,4276.12,Às vezes,3.3,2.1,Não,Não,Não,Em observação
393,51,Feminino,Solteiro,3,Natal,RN,Autônomo,Pós-graduação,4821.68,0.0,41.89,620,2690.94,3074.29,Raramente,11.97,32.2,Não,Não,Sim,Em observação
394,46,Masculino,União Estável,0,Maringá,PR,Enfermeiro,Superior,2859.57,0.0,77.0,464,60.94,907.76,Raramente,1.12,5.9,Sim,Não,Não,Em risco
395,52,Masculino,Casado,1,Juazeiro do Norte,CE,Motorista,Médio,3455.9,260.56,0.94,803,5876.53,9956.05,Sempre,17.58,12.3,Não,Não,Não,Saudável
396,39,Feminino,Solteiro,2,Manaus,AM,Analista Financeiro,Superior,5088.19,0.0,75.3,429,948.53,2219.72,Raramente,1.49,7.3,Sim,Sim,Não,Em risco
397,54,Masculino,Casado,0,Juazeiro do Norte,CE,Engenheiro Civil,Superior,10684.01,0.0,76.51,453,1922.78,2015.11,Raramente,0.8,7.4,Sim,Sim,Não,Em risco
398,57,Masculino,Casado,2,João Pessoa,PB,Motorista,Pós-graduação,2975.66,60.01,45.61,595,1402.49,2854.23,Às vezes,2.89,2.6,Não,Sim,Não,Em observação
399,44,Feminino,União Estável,0,Cuiabá,MT,Farmacêutico,Superior,3038.28,0.0,78.68,345,288.81,2378.44,Nunca,1.22,3.1,Não,Não,Sim,Em risco
400,26,Masculino,Casado,0,Duque de Caxias,RJ,Professor,Superior,3388.28,0.0,68.42,462,653.28,1547.17,Raramente,0.13,0.9,Sim,Não,Não,Em risco
401,36,Masculino,Divorciado,1,Vila Velha,ES,Eletricista,Médio,5517.97,0.0,18.75,801,7275.82,13500.42,Às vezes,20.7,8.6,Sim,Sim,Não,Saudável
402,29,Masculino,Casado,0,Brasília,DF,Aposentado,Médio,2294.85,0.0,68.85,360,-30.15,461.89,Raramente,0.92,5.9,Não,Não,Não,Em risco
403,33,Masculino,Divorciado,1,Brasília,DF,Eletricista,Superior,3929.4,0.0,40.98,641,1890.2,5729.32,Raramente,1.97,9.0,Não,Não,Não,Em observação
404,69,Masculino,União Estável,0,Santos,SP,Professor,Superior,2341.6,0.0,82.18,402,242.88,1141.99,Nunca,1.38,11.9,Não,Não,Não,Em risco
405,44,Masculino,Casado,1,Natal,RN,Gerente Comercial,Médio,15780.17,0.0,1.44,714,44069.33,42631.4,Frequentemente,14.63,1.3,Não,Sim,Sim,Saudável
406,40,Masculino,Solteiro,1,Juiz de Fora,MG,Veterinário,Superior,4124.57,0.0,93.95,357,777.62,1263.27,Às vezes,0.72,12.7,Sim,Não,Sim,Em risco
407,42,Feminino,Solteiro,1,Guarulhos,SP,Advogado,Pós-graduação,17186.27,0.0,42.21,688,3052.61,8608.06,Frequentemente,12.0,15.8,Sim,Não,Sim,Em observação
408,30,Masculino,Solteiro,2,Goiânia,GO,Designer Gráfico,Superior,6463.47,0.0,13.61,1000,6313.53,17343.27,Frequentemente,14.84,2.1,Não,Não,Sim,Saudável
409,19,Masculino,Solteiro,1,Cuiabá,MT,Advogado,Pós-graduação,12580.47,0.0,69.56,425,-353.14,5335.08,Raramente,0.0,0.4,Não,Não,Sim,Em risco
410,38,Masculino,Solteiro,0,Goiânia,GO,Aposentado,Médio,4949.38,0.0,24.72,832,8612.32,10448.16,Às vezes,20.13,0.3,Não,Não,Não,Saudável
411,45,Feminino,Casado,1,Manaus,AM,Contador,Superior,7650.88,1366.95,10.46,946,4602.59,23516.56,Às vezes,25.19,7.4,Não,Sim,Sim,Saudável
412,46,Feminino,Solteiro,0,Belo Horizonte,MG,Analista de TI,Pós-graduação,4254.32,0.0,80.38,391,31.82,2174.65,Nunca,0.07,15.3,Não,Não,Não,Em risco
413,56,Feminino,Viúvo,3,Teresina,PI,Médico,Pós-graduação,13367.3,0.0,67.66,351,1.57,5873.94,Nunca,0.91,2.9,Não,Não,Não,Em risco
414,49,Masculino,Casado,0,Vila Velha,ES,Engenheiro de Produção,Superior,11046.96,0.0,37.25,615,6160.77,11526.54,Raramente,9.5,9.7,Sim,Não,Não,Em observação
415,37,Feminino,Casado,0,Blumenau,SC,Engenheiro de Produção,Superior,9159.13,0.0,25.0,501,5818.15,6531.27,Raramente,9.07,0.2,Sim,Não,Sim,Em observação
416,65,Masculino,Casado,1,Vila Velha,ES,Engenheiro Civil,Pós-graduação,9540.99,0.0,56.81,586,3838.27,14088.22,Raramente,4.02,7.4,Não,Sim,Sim,Em observação
417,24,Masculino,Divorciado,1,Fortaleza,CE,Recepcionista,Médio,3011.66,917.44,9.83,822,3514.4,8944.19,Frequentemente,31.28,1.9,Não,Não,Sim,Saudável
418,32,Masculino,Viúvo,1,Maceió,AL,Enfermeiro,Médio,6029.86,0.0,20.99,901,5226.58,8607.77,Frequentemente,13.29,10.7,Não,Sim,Sim,Saudável
419,30,Masculino,Divorciado,1,Londrina,PR,Gerente Comercial,Superior,10441.81,565.17,44.48,591,4405.33,9348.27,Às vezes,2.83,8.3,Sim,Não,Sim,Em observação
420,25,Masculino,Casado,3,Maringá,PR,Gerente Comercial,Superior,6812.67,0.0,71.02,366,1181.61,3548.49,Raramente,0.91,0.4,Não,Não,Sim,Em risco
421,36,Masculino,Solteiro,0,Campinas,SP,Designer Gráfico,Superior,2508.24,0.0,62.02,450,490.77,1494.74,Nunca,0.65,3.7,Não,Não,Não,Em risco
422,49,Feminino,Solteiro,2,Teresina,PI,Advogado,Pós-graduação,6867.64,279.56,87.23,436,434.83,4838.48,Raramente,1.33,3.2,Não,Não,Sim,Em risco
423,27,Feminino,União Estável,0,Olinda,PE,Autônomo,Pós-graduação,9523.01,0.0,7.24,774,25042.27,22254.74,Frequentemente,21.71,2.6,Não,Não,Sim,Saudável
424,35,Masculino,Solteiro,2,Belém,PA,Farmacêutico,Superior,7134.78,581.61,50.91,540,4222.01,7474.8,Frequentemente,12.0,7.4,Não,Sim,Sim,Em observação
425,31,Masculino,Divorciado,1,Fortaleza,CE,Pedreiro,Fundamental,3668.68,0.0,16.33,790,8612.76,5128.58,Frequentemente,18.27,4.9,Não,Não,Não,Saudável
426,32,Feminino,Casado,0,João Pessoa,PB,Designer Gráfico,Superior,6921.65,0.0,56.27,648,2205.92,6021.45,Raramente,7.87,8.3,Não,Não,Sim,Em observação
427,18,Feminino,Casado,0,Teresina,PI,Pedreiro,Fundamental,2735.04,0.0,37.88,643,1526.97,2119.53,Às vezes,9.37,0.0,Não,Não,Não,Em observação
428,33,Feminino,Casado,2,Uberlândia,MG,Empresário,Superior,18095.53,0.0,69.48,510,3510.89,9456.96,Às vezes,0.0,1.6,Sim,Não,Não,Em risco
429,22,Masculino,Divorciado,0,Belo Horizonte,MG,Funcionário Público,Superior,9597.56,572.76,43.95,494,4819.0,7355.59,Raramente,4.01,1.4,Não,Não,Sim,Em observação
430,22,Feminino,Solteiro,1,Fortaleza,CE,Cabeleireiro,Superior,5679.0,0.0,18.46,896,11010.77,17842.34,Frequentemente,15.76,0.3,Não,Não,Não,Saudável
431,18,Feminino,Casado,0,João Pessoa,PB,Motoboy,Fundamental,3139.17,1052.51,14.32,809,3625.6,7121.02,Sempre,23.29,0.0,Sim,Não,Sim,Saudável
432,28,Feminino,Divorciado,4,Maringá,PR,Pedreiro,Superior,1670.99,0.0,93.01,365,73.65,675.47,Nunca,0.0,1.9,Não,Não,Não,Em risco
433,18,Masculino,Solteiro,0,Olinda,PE,Eletricista,Médio,4768.66,0.0,38.85,544,1108.94,7294.8,Às vezes,4.62,0.0,Sim,Não,Sim,Em observação
434,31,Feminino,Casado,0,Curitiba,PR,Cozinheiro,Médio,3572.14,249.22,3.28,795,9506.49,6981.76,Sempre,12.38,1.8,Não,Sim,Sim,Saudável
435,34,Masculino,Solteiro,1,Palmas,TO,Analista Financeiro,Superior,10518.78,0.0,9.6,1000,13563.01,18830.91,Sempre,21.79,3.3,Não,Sim,Não,Saudável
436,46,Feminino,Solteiro,1,São Luís,MA,Desenvolvedor de Software,Fundamental,10394.56,482.19,25.0,674,4414.93,6305.43,Às vezes,5.32,23.0,Não,Não,Sim,Em observação
437,49,Feminino,Casado,0,São Luís,MA,Motorista,Médio,4199.98,0.0,20.27,869,10957.97,11741.48,Sempre,11.78,0.3,Não,Não,Não,Saudável
438,33,Outro,Casado,2,Belém,PA,Eletricista,Médio,2192.6,0.0,82.24,431,-97.58,1582.65,Nunca,0.24,3.5,Não,Não,Não,Em risco
439,45,Masculino,Casado,1,Maceió,AL,Enfermeiro,Superior,4665.6,0.0,58.0,643,2640.79,4597.49,Nunca,1.0,14.3,Sim,Não,Não,Em observação
440,44,Masculino,Casado,0,Pelotas,RS,Gerente Comercial,Pós-graduação,16773.99,4805.46,15.22,909,17993.13,21481.78,Frequentemente,13.91,9.1,Sim,Sim,Sim,Saudável
441,18,Feminino,Casado,0,Rio de Janeiro,RJ,Corretor de Imóveis,Médio,9985.51,3096.33,10.76,885,16865.15,14597.44,Sempre,22.55,0.0,Sim,Sim,Não,Saudável
442,36,Masculino,Casado,2,Joinville,SC,Aposentado,Médio,2609.05,0.0,88.35,389,483.3,1279.64,Nunca,1.98,9.0,Não,Não,Não,Em risco
443,63,Masculino,Solteiro,3,Fortaleza,CE,Veterinário,Superior,7288.76,0.0,35.77,553,1859.08,7900.61,Nunca,2.98,28.4,Sim,Sim,Sim,Em observação
444,50,Masculino,Casado,2,Uberlândia,MG,Jornalista,Superior,6134.63,0.0,25.0,480,3122.22,6986.18,Raramente,2.27,7.5,Sim,Não,Sim,Em observação
445,22,Masculino,Viúvo,0,Fortaleza,CE,Vendedor,Médio,2558.45,0.0,75.7,355,259.69,544.29,Às vezes,0.95,2.5,Não,Não,Não,Em risco
446,47,Masculino,Casado,1,Pelotas,RS,Advogado,Pós-graduação,6778.95,0.0,74.98,300,421.12,5670.28,Nunca,0.95,1.3,Sim,Não,Não,Em risco
447,30,Masculino,Solteiro,0,Anápolis,GO,Veterinário,Superior,3244.95,0.0,80.28,378,-67.43,2726.09,Nunca,0.19,1.5,Sim,Sim,Não,Em risco
448,33,Masculino,Casado,0,Curitiba,PR,Farmacêutico,Superior,3672.22,0.0,74.5,346,-18.67,2322.23,Raramente,2.24,1.3,Não,Não,Sim,Em risco
449,31,Masculino,Solteiro,1,Fortaleza,CE,Engenheiro de Produção,Pós-graduação,10571.39,0.0,56.35,583,6651.54,15768.65,Raramente,6.9,13.0,Não,Sim,Sim,Em observação
450,18,Feminino,Solteiro,0,Florianópolis,SC,Estudante,Pós-graduação,1526.76,154.71,13.29,864,1202.23,3817.18,Sempre,24.22,0.0,Não,Não,Não,Saudável
